sorter,loan.or.trip,genus,species,subspecies,collection,specimen.number,sex,svl,locality,ct.whole.body,ct.head,ct.head.phantom,toepads,scales,dice.ct,eggs,status,type.material,percentile,remarks,latitude,longitude,ROM.Object ID,ROM.Object.Number
3193,UF2021,Anolis,argillaceus,,UF,173041,F,29.61,Cuba,1861,,1828,done,done,,,In Lab,,0.6609375,,,,,
3194,UF2021,Anolis,argillaceus,,UF,173042,F,34.72,Cuba,1861,,1828,done,done,,,In Lab,,0.775,,,,,
3195,UF2021,Anolis,barbatus,,UF,161146,F,128,Cuba,1813,,1929,done,done,,,In Lab,,0.785276074,,,,,
3196,UF2021,Anolis,bicaorum,,UF,28396,M,60.8,Honduras,1817,,1903,done,done,,,In Lab,Paratype,0.810666667,,,,,
3197,UF2021,Anolis,bicaorum,,UF,28404,F,59.94,Honduras,1815,,1907,done,done,,,In Lab,Paratype,0.696976744,,,,,
3198,UF2021,Anolis,bicaorum,,UF,28443,M,65.32,Honduras,1815,,1907,done,done,,,In Lab,Paratype,0.870933333,,,,,
3199,UF2021,Anolis,biporcatus,,UF,30902,M,84.62,Costa Rica,1815,,1925,done,done,,,In Lab,,0.805904762,,,,,
3200,UF2021,Anolis,biporcatus,,UF,31004,F,89.46,Costa Rica,1815,,1925,done,done,,,In Lab,,0.799964231,,,,,
3201,UF2021,Anolis,boulengerianus,,UF,101889,F,50.49,Mexico,1823,,1911,done,done,,,In Lab,,0.870517241,,,,,
3202,UF2021,Anolis,boulengerianus,,UF,101891,M,48.88,Mexico,1823,,1911,done,done,,,In Lab,,0.754670372,,,,,
3203,UF2021,Anolis,caudalis,,UF,91264,M,47.54,Haiti,1851,,1819,done,done,,,In Lab,,0.884300595,,,,,
3204,UF2021,Anolis,caudalis,,UF,91267,M,47.86,Haiti,1851,,1819,done,done,,,In Lab,,0.890252976,,,,,
3205,UF2021,Anolis,caudalis,,UF,91268,F,42.72,Haiti,1855,,1821,done,done,,,In Lab,,0.970909091,,,,,
3206,UF2021,Anolis,caudalis,,UF,91270,F,38.47,Haiti,1852,,1822,done,done,,,In Lab,,0.874318182,,,,,
3207,UF2021,Anolis,caudalis,,UF,91271,M,45.09,Haiti,1851,,1820,done,done,,,In Lab,,0.838727679,,,,,
3208,UF2021,Anolis,caudalis,,UF,91275,F,39,Haiti,1853,,1827,done,done,,,In Lab,,0.886363636,,,,,
3209,UF2021,Anolis,caudalis,,UF,121609,M,47.29,Haiti,1851,,1820,done,done,,,In Lab,,0.879650298,,,,,
3210,UF2021,Anolis,caudalis,,UF,121612,F,39.18,Haiti,1853,,1827,done,done,,,In Lab,,0.890454545,,,,,
3211,UF2021,Anolis,caudalis,,UF,12287.6,F,41.99,Haiti,1852,,1821,done,done,,,In Lab,,0.954318182,,,,,
3212,UF2021,Anolis,caudalis,,UF,12291.2,F,38.06,Haiti,1852,,1822,done,done,,,In Lab,,0.865,,,,,
3213,UF2021,Anolis,grahami,,UF,122014,F,48.62,Jamaica,1869,,1876,done,done,,,In Lab,,0.884,,,,,
3214,UF2021,Anolis,grahami,,UF,122021,F,43.53,Jamaica,1869,,1885,done,done,,,In Lab,,0.791454545,,,,,
3215,UF2021,Anolis,grahami,,UF,122022,F,46.5,Jamaica,1869,,1876,done,done,,,In Lab,,0.845454545,,,,,
3216,UF2021,Anolis,heteropholidotus,,UF,166199,F,58.64,Honduras,1865,,1837,done,done,,,In Lab,,0.993898305,,,,,
3217,UF2021,Anolis,heteropholidotus,,UF,166200,F,53.76,Honduras,1860,,1836,done,done,,,In Lab,,0.911186441,,,,,
3218,UF2021,Anolis,heteropholidotus,,UF,166202,F,53.29,Honduras,1865,,1836,done,done,,,In Lab,,0.903220339,,,,,
3219,UF2021,Anolis,heteropholidotus,,UF,166204,M,51.2,Honduras,1864,,1831,done,done,,,In Lab,,1,,,,,
3220,UF2021,Anolis,heteropholidotus,,UF,166206,M,49.77,Honduras,1864,,1830,done,done,,,In Lab,,0.972070313,,,,,
3221,UF2021,Anolis,heteropholidotus,,UF,166208,F,53.41,Honduras,1864,,1831,done,done,,,In Lab,,0.905254237,,,,,
3222,UF2021,Anolis,heteropholidotus,,UF,166210,M,50.89,Honduras,1864,,1830,done,done,,,In Lab,,0.993945313,,,,,
3223,UF2021,Anolis,heteropholidotus,,UF,166283,M,46.33,Honduras,1865,,1829,done,done,,,In Lab,,0.904882813,,,,,
3224,UF2021,Anolis,humilis,,UF,103450,M,42.48,Panama,1844,,1799,done,done,,,In Lab,,0.967653759,,,,,
3225,UF2021,Anolis,humilis,,UF,103453,M,35.99,Panama,1842,,1799,done,done,,,In Lab,,0.819817768,,,,,
3226,UF2021,Anolis,humilis,,UF,103454,M,35.7,Panama,1852,,1800,done,done,,,In Lab,,0.813211845,,,,,
3227,UF2021,Anolis,humilis,,UF,103456,F,39.53,Panama,1844,,1800,done,done,,,In Lab,,0.823541667,,,,,
3228,UF2021,Anolis,humilis,,UF,103457,M,40.91,Panama,1844,,1807,done,done,,,In Lab,,0.931890661,,,,,
3229,UF2021,Anolis,humilis,,UF,103463,M,32.47,Panama,1845,,1808,done,done,,,In Lab,,0.739635535,,,,,
3230,UF2021,Anolis,humilis,,UF,103466,M,37.83,Panama,1853,,1809,done,done,,,In Lab,,0.861731207,,,,,
3231,UF2021,Anolis,humilis,,UF,103468,F,36.11,Panama,1854,,1809,done,done,,,In Lab,,0.752291667,,,,,
3232,UF2021,Anolis,humilis,,UF,124420,M,42.24,Panama,1844,,1807,done,done,,,In Lab,,0.962186788,,,,,
3233,UF2021,Anolis,humilis,,UF,124423,M,35.8,Panama,1842,,1808,done,done,,,In Lab,,0.815489749,,,,,
3234,UF2021,Anolis,insignis,,UF,122046,M,146,Costa Rica,1813,,1926,done,done,,,In Lab,,0.929936306,,,,,
3235,UF2021,Anolis,johnmeyeri,,UF,149551,F,67.26,Honduras,1826,,1915,done,done,,,In Lab,,0.963196334,,,,,
3236,UF2021,Anolis,johnmeyeri,,UF,149552,M,67.46,Honduras,1826,,1924,done,done,,,In Lab,,0.924109589,,,,,
3237,UF2021,Anolis,johnmeyeri,,UF,149554,F,61.45,Honduras,1826,,1920,done,done,,,In Lab,,0.879994272,,,,,
3238,UF2021,Anolis,johnmeyeri,,UF,149561,F,64.63,Honduras,1825,,1920,done,done,,,In Lab,,0.925533438,,,,,
3239,UF2021,Anolis,johnmeyeri,,UF,176102,F,65.19,Honduras,1825,,1919,done,done,,,In Lab,,0.933552914,,,,,
3240,UF2021,Anolis,johnmeyeri,,UF,176103,F,69.83,Honduras,1826,,1919,done,done,,,In Lab,,1,,,,,
3241,UF2021,Anolis,kreutzi,,UF,166212,F,44.56,Honduras,1855,,1829,done,done,,,In Lab,,0.87372549,,,,,
3242,UF2021,Anolis,lionotus,,UF,122318,M,71.16,Panama,1833,,1913,done,done,,,In Lab,,0.924155844,,,,,
3243,UF2021,Anolis,lionotus,,UF,122335,M,70.31,Panama,1833,,1914,done,done,,,In Lab,,0.913116883,,,,,
3244,UF2021,Anolis,lionotus,,UF,122344,F,63.46,Panama,1833,,1916,done,done,,,In Lab,,0.906571429,,,,,
3245,UF2021,Anolis,lionotus,,UF,122349,M,60.07,Panama,1832,,1914,done,done,,,In Lab,,0.78012987,,,,,
3246,UF2021,Anolis,lionotus,,UF,122353,F,63.63,Panama,1833,,1913,done,done,,,In Lab,,0.909,,,,,
3247,UF2021,Anolis,lionotus,,UF,122438,M,75.99,Panama,1833,,1915,done,done,,,In Lab,,0.986883117,,,,,
3248,UF2021,Anolis,luteosignifer,,UF,20209,M,44.34,United Kingdom Overseas Territory,1843,,1810,done,done,,,In Lab,,0.758207934,,,,,
3249,UF2021,Anolis,luteosignifer,,UF,20212,F,33.8,United Kingdom Overseas Territory,1845,,1811,done,done,,,In Lab,,0.845,,,,,
3250,UF2021,Anolis,luteosignifer,,UF,20213,F,39.11,United Kingdom Overseas Territory,1845,,1812,done,done,,,In Lab,,0.97775,,,,,
3251,UF2021,Anolis,luteosignifer,,UF,20214,F,37.45,United Kingdom Overseas Territory,1854,,1811,done,done,,,In Lab,,0.93625,,,,,
3252,UF2021,Anolis,luteosignifer,,UF,20216,M,47.03,United Kingdom Overseas Territory,1843,,1810,done,done,,,In Lab,,0.804206566,,,,,
3253,UF2021,Anolis,luteosignifer,,UF,20219,F,38.58,United Kingdom Overseas Territory,1854,,1812,done,done,,,In Lab,,0.9645,,,,,
3254,UF2021,Anolis,maynardii,,UF,21785,M,63.05,United Kingdom Overseas Territory,1817,,1909,done,done,,,In Lab,,0.802264919,,,,,
3255,UF2021,Anolis,maynardii,,UF,63458,F,47.87,United Kingdom Overseas Territory,1824,,1905,done,done,,,In Lab,,0.871790202,,,,,
3256,UF2021,Anolis,maynardii,,UF,63459,M,78.59,United Kingdom Overseas Territory,1825,,1908,done,done,,,In Lab,,1,,,,,
3257,UF2021,Anolis,maynardii,,UF,63460,M,69.75,United Kingdom Overseas Territory,1825,,1908,done,done,,,In Lab,,0.887517496,,,,,
3258,UF2021,Anolis,maynardii,,UF,63461,F,54.91,United Kingdom Overseas Territory,1817,,1909,done,done,,,In Lab,,1,,,,,
3259,UF2021,Anolis,monensis,,UF,39472,F,41.72,United States,1867,,1877,done,done,,,In Lab,,0.780250608,,,,,
3260,UF2021,Anolis,monensis,,UF,39475,M,57.65,United States,1866,,1882,done,done,,,In Lab,,0.803708351,,,,,
3261,UF2021,Anolis,monensis,,UF,39479,M,43.78,United States,1867,,1885,done,done,,,In Lab,,0.610344347,,,,,
3262,UF2021,Anolis,monensis,,UF,39480,M,62.77,United States,1866,,1889,done,done,,,In Lab,,0.875087132,,,,,
3263,UF2021,Anolis,monensis,,UF,39495,F,45.9,United States,1867,,1886,done,done,,,In Lab,,0.858425285,,,,,
3264,UF2021,Anolis,monensis,,UF,39501,M,53.75,United States,1866,,1882,done,done,,,In Lab,,0.749337795,,,,,
3265,UF2021,Anolis,monensis,,UF,39507,M,56.67,United States,1865,,1878,done,done,,,In Lab,,0.790046006,,,,,
3266,UF2021,Anolis,monensis,,UF,39509,M,56.21,United States,1866,,1878,done,done,,,In Lab,,0.783633068,,,,,
3267,UF2021,Anolis,monensis,,UF,39519,F,39.34,United States,1870,,1877,done,done,,,In Lab,,0.735739667,,,,,
3268,UF2021,Anolis,monensis,,UF,39556,F,44.11,United States,1867,,1886,done,done,,,In Lab,,0.824948569,,,,,
3269,UF2021,Anolis,morazani,,UF,151759,M,44.96,Honduras,1834,,1912,done,done,,,In Lab,,0.864615385,,,,,
3270,UF2021,Anolis,morazani,,UF,151761,F,51.55,Honduras,1832,,1917,done,done,,,In Lab,,0.935571688,,,,,
3271,UF2021,Anolis,morazani,,UF,151762,F,53.43,Honduras,1832,,1917,done,done,,,In Lab,,0.96969147,,,,,
3272,UF2021,Anolis,morazani,,UF,151767,F,52.01,Honduras,1832,,1916,done,done,,,In Lab,,0.943920145,,,,,
3273,UF2021,Anolis,morazani,,UF,166239,M,45.38,Honduras,1834,,1918,done,done,,,In Lab,,0.872692308,,,,,
3274,UF2021,Anolis,morazani,,UF,166242,M,44.46,Honduras,1834,,1918,done,done,,,In Lab,,0.855,,,,,
3275,UF2021,Anolis,ocelloscapularis,,UF,142459,F,43.33,Honduras,1824,,1906,done,done,,,In Lab,,0.884285714,,,,,
3276,UF2021,Anolis,ocelloscapularis,,UF,149669,F,47.34,Honduras,1823,,1912,done,done,,,In Lab,,0.966122449,,,,,
3277,UF2021,Anolis,ocelloscapularis,,UF,149670,F,48.07,Honduras,1824,,1906,done,done,,,In Lab,,0.981020408,,,,,
3278,UF2021,Anolis,ocelloscapularis,,UF,149671,M,43.6,Honduras,1818,,1910,done,done,,,In Lab,,1,,,,,
3279,UF2021,Anolis,ocelloscapularis,,UF,149673,F,48.87,Honduras,1823,,1905,done,done,,,In Lab,,0.997346939,,,,,
3280,UF2021,Anolis,ocelloscapularis,,UF,149677,M,40.21,Honduras,1824,,1904,done,done,,,In Lab,,0.922247706,,,,,
3281,UF2021,Anolis,ocelloscapularis,,UF,149679,M,41.45,Honduras,1818,,1904,done,done,,,In Lab,,0.950688073,,,,,
3282,UF2021,Anolis,ocelloscapularis,,UF,149680,M,39.98,Honduras,1818,,1910,done,done,,,In Lab,,0.916972477,,,,,
3283,UF2021,Anolis,olssoni,,UF,12281.2,M,44.84,Haiti,1873,,1847,done,done,,,In Lab,,0.8968,,,,,
3284,UF2021,Anolis,olssoni,,UF,12281.5,F,40.26,Haiti,1874,,1848,done,done,,,In Lab,,0.915,,,,,
3285,UF2021,Anolis,olssoni,,UF,86733,M,43.18,Haiti,1873,,1849,done,done,,,In Lab,,0.8636,,,,,
3286,UF2021,Anolis,olssoni,,UF,86742,M,43.79,Haiti,1874,,1849,done,done,,,In Lab,,0.8758,,,,,
3287,UF2021,Anolis,olssoni,,UF,91278,F,41.8,Haiti,1872,,1848,done,done,,,In Lab,,0.95,,,,,
3288,UF2021,Anolis,olssoni,,UF,91280,F,43.86,Haiti,1872,,1850,done,done,,,In Lab,,0.996818182,,,,,
3289,UF2021,Anolis,olssoni,,UF,122722,M,45.17,Haiti,1872,,1847,done,done,,,In Lab,,0.9034,,,,,
3290,UF2021,Anolis,olssoni,,UF,122723,F,42.43,Haiti,1872,,1850,done,done,,,In Lab,,0.964318182,,,,,
3291,UF2021,Anolis,olssoni,,UF,191945,M,47.27,Haiti,1872,,1846,done,done,,,In Lab,,0.9454,,,,,
3292,UF2021,Anolis,beckeri,,UF,24616,F,54.25,Guatemala,1871,,1856,done,done,,,In Lab,,0.963245739,,,,,
3293,UF2021,Anolis,pentaprion,,UF,30907,F,45.2,Costa Rica,1874,,1856,done,done,,,In Lab,,0.70625,,,,,
3294,UF2021,Anolis,pentaprion,,UF,30943,M,59.3,Costa Rica,1871,,1862,done,done,,,In Lab,,0.77012987,,,,,
3295,UF2021,Anolis,pentaprion,,UF,30945,F,55.86,Costa Rica,1871,,1863,done,done,,,In Lab,,0.8728125,,,,,
3296,UF2021,Anolis,pentaprion,,UF,31304,F,56.16,Costa Rica,1871,,1863,done,done,,,In Lab,,0.8775,,,,,
3297,UF2021,Anolis,pentaprion,,UF,135769,F,57.85,Costa Rica,1873,,1862,done,done,,,In Lab,,0.90390625,,,,,
3298,UF2021,Anolis,pijolense,,UF,166254,F,59.26,Honduras,1835,,1889,done,done,,,In Lab,,0.987666667,,,,,
3299,UF2021,Anolis,pijolense,,UF,166256,F,55.08,Honduras,1840,,1897,done,done,,,In Lab,,0.918,,,,,
3300,UF2021,Anolis,pijolense,,UF,166257,M,54.88,Honduras,1840,,1890,done,done,,,In Lab,,0.930169492,,,,,
3301,UF2021,Anolis,pijolense,,UF,166259,M,56.38,Honduras,1835,,1890,done,done,,,In Lab,,0.95559322,,,,,
3302,UF2021,Anolis,poecilopus,,UF,122990,M,67.01,Panama,1840,,1891,done,done,,,In Lab,,0.930694444,,,,,
3303,UF2021,Anolis,lionotus,,UF,124482,M,71.75,Panama,1840,,1891,done,done,,,In Lab,,0.931818182,,,,,
3304,UF2021,Anolis,quaggulus,,UF,72203,M,31.81,Costa Rica,1842,,1894,done,done,,,In Lab,,0.787376238,,,,,
3305,UF2021,Anolis,quaggulus,,UF,72215,F,34.85,Costa Rica,1842,,1895,done,done,,,In Lab,,0.797482838,,,,,
3306,UF2021,Anolis,quaggulus,,UF,72218,M,35.03,Costa Rica,1841,,1893,done,done,,,In Lab,,0.867079208,,,,,
3307,UF2021,Anolis,quaggulus,,UF,72222,M,32.08,Costa Rica,1841,,1895,done,done,,,In Lab,,0.794059406,,,,,
3308,UF2021,Anolis,quaggulus,,UF,72225,F,36.45,Costa Rica,1798,,1893,done,done,,,In Lab,,0.83409611,,,,,
3309,UF2021,Anolis,quaggulus,,UF,72229,F,36.34,Costa Rica,1841,,1896,done,done,,,In Lab,,0.831578947,,,,,
3310,UF2021,Anolis,quaggulus,,UF,72230,M,34.25,Costa Rica,1841,,1894,done,done,,,In Lab,,0.847772277,,,,,
3311,UF2021,Anolis,quaggulus,,UF,156292,F,42.98,Nicaragua,1843,,1892,done,done,,,In Lab,,0.983524027,,,,,
3312,UF2021,Anolis,quaggulus,,UF,156297,F,40.4,Nicaragua,1843,,1892,done,done,,,In Lab,,0.924485126,,,,,
3313,UF2021,Anolis,quaggulus,,UF,156383,M,36.17,Nicaragua,1798,,1896,done,done,,,In Lab,,0.89529703,,,,,
3314,UF2021,Anolis,ricordii,,UF,58092,F,143,Haiti,1803,,1928,done,done,,,In Lab,,0.934640523,,,,,
3315,UF2021,Anolis,ricordii,,UF,58093,F,132,Haiti,1803,,1928,done,done,,,In Lab,,0.862745098,,,,,
3316,UF2021,Anolis,ricordii,,UF,58094,M,147,Haiti,1805,,1927,done,done,,,In Lab,,0.901840491,,,,,
3317,UF2021,Anolis,ricordii,,UF,85227,M,139,Haiti,1805,,1929,done,done,,,In Lab,,0.852760736,,,,,
3318,UF2021,Anolis,ricordii,,UF,85228,F,143,Haiti,1801,,1927,done,done,,,In Lab,,0.934640523,,,,,
3319,UF2021,Anolis,ricordii,,UF,90465,M,153,Haiti,1801,,1926,done,done,,,In Lab,,0.938650307,,,,,
3320,UF2021,Anolis,roatanensis,,UF,28464,M,57.63,Honduras,1816,,1924,done,done,,,In Lab,Paratype,0.879847328,,,,,
3321,UF2021,Anolis,roatanensis,,UF,28465,F,60.08,Honduras,1817,,1921,done,done,,,In Lab,Paratype,0.953650794,,,,,
3322,UF2021,Anolis,roatanensis,,UF,28468,F,58.25,Honduras,1816,,1922,done,done,,,In Lab,Paratype,0.924603175,,,,,
3323,UF2021,Anolis,roatanensis,,UF,28470,F,55.39,Honduras,1816,,1921,done,done,,,In Lab,Paratype,0.879206349,,,,,
3324,UF2021,Anolis,rubribarbaris,,UF,152660,M,37.17,Honduras,1818,,1923,done,done,,,In Lab,,0.714807692,,,,,
3325,UF2021,Anolis,rubribarbaris,,UF,152661,F,50.82,Honduras,1816,,1922,done,done,,,In Lab,,0.977307692,,,,,
3326,UF2021,Anolis,sminthus,,UF,89456,F,49.72,Honduras,1860,,1838,done,done,,,In Lab,,0.887857143,,,,,
3327,UF2021,Anolis,sminthus,,UF,89457,F,55.76,Honduras,1858,,1837,done,done,,,In Lab,,0.995714286,,,,,
3328,UF2021,Anolis,sminthus,,UF,166270,F,51.28,Honduras,1860,,1838,done,done,,,In Lab,,0.915714286,,,,,
3329,UF2021,Anolis,sminthus,,UF,166275,M,44.48,Honduras,1859,,1839,done,done,,,In Lab,,0.870279789,,,,,
3330,UF2021,Anolis,sminthus,,UF,166276,F,47.26,Honduras,1860,,1839,done,done,,,In Lab,,0.843928571,,,,,
3331,UF2021,Anolis,sminthus,,UF,166277,M,45.2,Honduras,1859,,1846,done,done,,,In Lab,,0.884367051,,,,,
3332,UF2021,Anolis,strahmi,abditus,UF,124388,F,64.15,Dominican Republic,1835,,1903,done,done,,,In Lab,,1,,,,,
3333,UF2021,Anolis,wermuthi,,UF,156203,M,49.12,Nicaragua,1858,,1898,done,done,,,In Lab,,0.963137255,,,,,
3334,UF2021,Anolis,wermuthi,,UF,156211,M,48.24,Nicaragua,1834,,1901,done,done,,,In Lab,,0.945882353,,,,,
3335,UF2021,Anolis,wermuthi,,UF,156212,F,54.98,Nicaragua,1857,,1897,done,done,,,In Lab,,1,,,,,
3336,UF2021,Anolis,wermuthi,,UF,156377,M,49.45,Nicaragua,1857,,1900,done,done,,,In Lab,,0.969607843,,,,,
3337,UF2021,Anolis,wermuthi,,UF,175098,F,51.08,Nicaragua,1857,,1900,done,done,,,In Lab,,0.929065115,,,,,
3338,UF2021,Anolis,wermuthi,,UF,175118,F,49.7,Nicaragua,1857,,1902,done,done,,,In Lab,,0.903965078,,,,,
3339,UF2021,Anolis,wermuthi,,UF,175155,F,50.29,Nicaragua,1858,,1901,done,done,,,In Lab,,0.914696253,,,,,
3340,UF2021,Anolis,wermuthi,,UF,176133,M,50.52,Nicaragua,1858,,1898,done,done,,,In Lab,,0.990588235,,,,,
3341,UF2021,Anolis,yoroensis,,UF,166309,M,38.57,Honduras,1859,,1899,done,done,,,In Lab,,0.857111111,,,,,
3342,UF2021,Anolis,yoroensis,,UF,166310,F,43.04,Honduras,1855,,1902,done,done,,,In Lab,,0.915744681,,,,,
3343,UF2021,Anolis,yoroensis,,UF,166311,F,41.3,Honduras,1855,,1899,done,done,,,In Lab,,0.878723404,,,,,
3344,UF2021,Anolis,yoroensis,,UF,166330,M,42.42,Honduras,1859,,1923,done,done,,,In Lab,,0.942666667,,,,,
3345,UF2021,Anolis,zeus,,UF,166180,F,44.26,Honduras,1868,,1887,done,done,,,In Lab,,1,,,,,
3346,UF2021,Anolis,zeus,,UF,166182,F,40.8,Honduras,1868,,1887,done,done,,,In Lab,,0.921825576,,,,,
3347,UF2021,Anolis,zeus,,UF,166183,F,41.15,Honduras,1868,,1888,done,done,,,In Lab,,0.929733394,,,,,
3348,UF2021,Anolis,zeus,,UF,166213,F,38.65,Honduras,1870,,1875,done,done,,,In Lab,,0.873248983,,,,,
3349,UF2021,Anolis,zeus,,UF,166231,F,42.28,Honduras,1870,,1875,done,done,,,In Lab,,0.955264347,,,,,
3350,UF2021,Anolis,zeus,,UF,166237,F,41.59,Honduras,1868,,1888,done,done,,,In Lab,,0.93967465,,,,,
3351,MCZ2021_Joe_Martinez,Anolis,ibanezi,,MCZ_R,186729,M,80.39,,O-030,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,Paratype,0.996158612,,,,,
3352,MCZ2021_Joe_Martinez,Anolis,magnaphallus,,MCZ_R,184540,M,48.26,Panama,O-031,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,Paratype,0.892051756,,,,,
3353,MCZ2021_Joe_Martinez,Anolis,magnaphallus,,MCZ_R,19867,M,50.19,Panama,O-031,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,,0.927726433,,,,,
3354,MCZ2021_Joe_Martinez,Anolis,fairchildi,,MCZ_R,183271,M,69.04,,O-032,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,,0.908421053,,,,,
3355,MCZ2021_Joe_Martinez,Anolis,singularis,,MCZ_R,72043,M,40.14,Haiti,O-033,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,Holotype,1,,,,,
3356,MCZ2021_Joe_Martinez,Anolis,cupeyalensis,,MCZ_R,160649,F,30.62,Cuba,O-033,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,,0.882166523,,,,,
3357,MCZ2022_Joe_Martinez,Anolis,fugitivus,,MCZ_R,160648,F,27.53,Cuba,O-034,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,Paratype,0.81257379,,,,,
3358,MCZ2022_Joe_Martinez,Anolis,fairchildi,,MCZ_R,183272,M,68.35,,O-035,,,,,,,Scan conducted at MCZ; not loaned to Mahler Lab,,0.899342105,,,,,
3359,ROM_ICH2022,Malacoglamis,sp,,ROM_ICH,CZUT_ICI5543,,,,,,,NA,NA,,,Returned,,NA,,,,,
3360,ROM_ICH2022,Homodiaetus,sp,,ROM_ICH,AOL1199,,,,,,,NA,NA,,,Returned,,NA,,,,,
3361,ROM_ICH2022,Creagrutus,sp,,ROM_ICH,109182,,,,,,,NA,NA,,,Returned,,NA,,,,,
3362,ROM_ICH2022,Creagrutus,sp,,ROM_ICH,93911,,,,,,,NA,NA,,,Returned,,NA,,,,,
3363,ROM_ICH2022,Creagrutus,sp,,ROM_ICH,93911.2,,,,,,,NA,NA,,,Returned,,NA,,,,,
3364,ROM_ICH2022,Kneria,paucisquamata,,ROM_ICH,28043,,,,,,,NA,NA,,,Returned,,NA,,,,,
3365,ROM_ICH2022,Kneria,paucisquamata,,ROM_ICH,28043.2,,,,,,,NA,NA,,,Returned,,NA,,,,,
3366,ROM_ICH2022,Petrochilus,diabolicus,,ROM_ICH,T28765,,,,,,,NA,NA,,,Returned,,NA,,,,,
3367,KU2022-04,Anolis,boulengerianus,,KU,33853,F,49.43,,1938,,1965,done,done,,,In Lab,,0.852241379,,,,,
3368,KU2022-04,Anolis,boulengerianus,,KU,37778,F,56.44,,1948,,1951,done,done,,,In Lab,,0.973103448,,,,,
3369,KU2022-04,Anolis,pachypus,,KU,40673,M,44.7,,1942,,2008,done,done,,,In Lab,,0.868129734,,,,,
3370,KU2022-04,Anolis,tropidolepis,,KU,40675,F,50.1,,1968,,1978,done,done,,,In Lab,,0.863793103,,,,,
3371,KU2022-04,Anolis,tropidolepis,,KU,40680,F,51.41,,1967,,1973,done,done,,,In Lab,,0.88637931,,,,,
3372,KU2022-04,Anolis,tropidolepis,,KU,40682,F,50.01,,1936,,1974,done,done,,,In Lab,,0.862241379,,,,,
3373,KU2022-04,Anolis,tropidolepis,,KU,40688,F,50.1,,1941,,1964,done,done,,,In Lab,,0.863793103,,,,,
3374,KU2022-04,Anolis,tropidolepis,,KU,40715,M,50.63,,1935,,2013,done,done,,,In Lab,,0.858135593,,,,,
3375,KU2022-04,Anolis,tropidolepis,,KU,40718,M,49.36,,1940,,1989,done,done,,,In Lab,,0.836610169,,,,,
3376,KU2022-04,Anolis,tropidolepis,,KU,40719,F,51.02,,1940,,1963,done,done,,,In Lab,,0.879655172,,,,,
3377,KU2022-04,Anolis,pachypus,,KU,40734,M,46.18,,1936,,1982,done,done,,,In Lab,,0.896873179,,,,,
3378,KU2022-04,Anolis,boulengerianus,,KU,42269,M,50.16,,1944,,1963,done,done,,,In Lab,,0.774432608,,,,,
3379,KU2022-04,Anolis,nebulosus,,KU,44125,F,46.06,,2000,,2004,done,done,,,In Lab,,0.94,,,,,
3380,KU2022-04,Anolis,tropidolepis,,KU,67126,M,50.96,,1984,,1986,done,done,,,In Lab,,0.863728814,,,,,
3381,KU2022-04,Anolis,tropidolepis,,KU,67127,M,51.95,,1932,,1987,done,done,,,In Lab,,0.880508475,,,,,
3382,KU2022-04,Anolis,tropidolepis,,KU,67138,M,48.96,,1932,,1987,done,done,,,In Lab,,0.829830508,,,,,
3383,KU2022-04,Anolis,tropidolepis,,KU,67143,M,51.24,,1984,,1985,done,done,,,In Lab,,0.868474576,,,,,
3384,KU2022-04,Anolis,vittigerus,,KU,75893,F,68.95,,1956,,1960,done,done,,,In Lab,,0.948026949,,,,,
3385,KU2022-04,Anolis,vittigerus,,KU,75896,M,61.25,,1947,,1949,done,done,,,In Lab,,0.987903226,,,,,
3386,KU2022-04,Anolis,vittigerus,,KU,75897,F,65.53,,1946,,1953,done,done,,,In Lab,,0.901003712,,,,,
3387,KU2022-04,Anolis,dunni,,KU,87307,F,48.36,,1992,,1993,done,done,,,In Lab,,0.830927835,,,,,
3388,KU2022-04,Anolis,dunni,,KU,87308,M,52.3,,1943,,1958,done,done,,,In Lab,,0.753602305,,,,,
3389,KU2022-04,Anolis,nebulosus,,KU,87342,M,41.57,,1943,,2011,done,done,,,In Lab,,NA,,,,,
3390,KU2022-04,Anolis,pachypus,,KU,91775,M,46.09,,1943,,1961,done,done,,,In Lab,,0.895125267,,,,,
3391,KU2022-04,Anolis,pachypus,,KU,91776,F,48.99,,1934,,1982,done,done,,,In Lab,,0.934745278,,,,,
3392,KU2022-04,Anolis,pachypus,,KU,91777,F,50.37,,1935,,1986,done,done,,,In Lab,,0.961076131,,,,,
3393,KU2022-04,Anolis,pachypus,,KU,91778,F,52.41,,1939,,1962,done,done,,,In Lab,,1,,,,,
3394,KU2022-04,Anolis,pachypus,,KU,91779,F,50.78,,1937,,1971,done,done,,,In Lab,,0.968899065,,,,,
3395,KU2022-04,Anolis,tropidolepis,,KU,104035,F,55.19,,1992,,1994,done,done,,,In Lab,,0.951551724,,,,,
3396,KU2022-04,Anolis,tropidolepis,,KU,104041,F,54.22,,1984,,1985,done,done,,,In Lab,,0.934827586,,,,,
